Feature,Importance
derived_contact_staff_NOT STAFF,4.744929625361372
derived_non_land_posted_selling_price_category_935637-147461000 (5),4.571755174006088
derived_build_type_TERRACED HOUSE,4.3934988813559155
derived_non_land_posted_list_price_category_947760-137461000 (5),3.840513294300711
derived_age_equal_category_33-39 AGE-GROUP,3.270673938188256
derived_bumi_status_NON-BUMI,2.9119464792084586
derived_rebate_percentage_category_< 10% REBATE,2.7879320123908378
group_derived_race_INDIAN,2.7658312064133987
derived_non_land_posted_spa_amount_category_875316-147461000 (5),2.612505834741067
derived_township_maturity_MATURED,2.5633240420759473
derived_township_maturity_NEW,2.533319215124257
derived_phase_property_type_LANDED,2.4428035358703166
derived_bumi_status_BUMI,2.4150872801374046
group_derived_race_MALAY,1.7768247647558966
derived_non_land_posted_total_loan_amount_category_396716-705420 (4),1.7572927376425191
derived_non_land_posted_total_loan_amount_category_0-58408 (1),1.7092948679305133
derived_phase_property_type_HIGH RISE,1.6706919201664254
derived_occupation_status_UNKNOWN,1.6485093778179152
derived_occupation_status_KNOWN,1.6017617858270383
group_derived_contact_city_KLANG,1.4871898109015098
derived_contact_lifestyle_registration_status_NON-REGISTERED,1.3803225399771446
derived_contact_lifestyle_registration_status_REGISTERED,1.3614601271425244
group_derived_contact_salutation_MS,1.341312451616195
group_derived_financier_name_CIMB BANK,1.3101771611406023
group_derived_race_NOT APPLICABLE,1.2852202635336083
group_derived_contact_salutation_NOT APPLICABLE,1.2273813011634707
derived_rebate_percentage_category_> 10% REBATE,1.1745046234921543
derived_non_land_posted_spa_amount_category_298800-556739 (3),1.1429303918895792
group_derived_contact_salutation_MR,1.1244095125245688
derived_township_maturity_DEVELOPING,1.1109310463815305
derived_non_land_posted_total_loan_amount_category_705420-99720000 (5),1.065011764918776
derived_non_land_posted_spa_amount_category_556739-875316 (4),0.9966950499063518
derived_age_equal_category_28-33 AGE-GROUP,0.9857291757459997
derived_contact_staff_STAFF,0.9847417341623593
group_derived_financier_name_CASH,0.9525379803876817
derived_phase_property_type_RSKU,0.8959878148771984
group_derived_race_CHINESE,0.8933829375855205
derived_marital_status_SINGLE,0.884786122227237
derived_marital_status_MARRIED,0.8373283309676947
group_derived_contact_city_NOT APPLICABLE,0.8080303640786973
derived_built_up_area_sqft_category_699-882 SQFT,0.7903396888768315
derived_gender_MALE,0.7782788317845122
derived_contact_staff_NOT APPLICABLE,0.7658070764257008
derived_built_up_area_sqft_category_2280-2342 SQFT,0.7519594467277017
derived_gender_FEMALE,0.7014501188641955
group_derived_race_BUMIPUTRA,0.6733740478073001
group_derived_contact_city_SHAH ALAM,0.6728328594956758
derived_build_type_SERVICE APARTMENT,0.6649856308189198
derived_age_equal_category_39-46 AGE-GROUP,0.6526860111902605
derived_age_equal_category_46-213 AGE-GROUP,0.6323776538388765
group_derived_financier_name_PUBLIC BANK,0.6282615250744947
group_derived_contact_annual_income_NOT APPLICABLE,0.6253161349434534
derived_non_land_posted_list_price_category_577800-947760 (4),0.6162003876910146
derived_non_land_posted_selling_price_category_569800-935637 (4),0.5800550395924573
derived_age_equal_category_-1-28 AGE-GROUP,0.5799001273964246
derived_contact_purchaser_type_INDIVIDUAL,0.5652383473921693
derived_built_up_area_sqft_category_2809-3283 SQFT,0.5199121915541157
derived_contact_purchaser_type_CORPORATE,0.5018143267276215
group_derived_financier_name_RHB BANK,0.5007404032266847
derived_completion_status_COMPLETED,0.4986382456744013
derived_built_up_area_sqft_category_1001-1765 SQFT,0.4955211986279934
derived_completion_status_IN PROGRESS,0.48187931369077247
derived_build_type_SHOP OFFICE,0.46346224177763745
derived_contact_identification_type_NRIC NO.,0.4604805203914639
derived_contact_identification_type_REG NO.,0.4522314801698483
derived_contact_identification_type_PASSPORT,0.4337204944857628
derived_contact_lifestyle_registration_status_NOT APPLICABLE,0.4230209894693353
derived_non_land_posted_list_price_category_302800-577800 (3),0.4012305118202545
derived_rebate_percentage_category_NO REBATE,0.3875918777848355
derived_gender_NOT APPLICABLE,0.3491857682293976
derived_phase_property_type_COMMERCIAL,0.31926752507487277
group_derived_contact_city_JOHOR BAHRU,0.30705755498234016
derived_non_land_posted_selling_price_category_298960-569800 (3),0.29549241221108197
derived_built_up_area_sqft_category_2012-2254 SQFT,0.2919065906553893
group_derived_contact_annual_income_RM50001 - RM100000,0.2740629869499364
derived_built_up_area_sqft_category_2564-2809 SQFT,0.267878200679129
group_derived_financier_name_HONG LEONG BANK,0.25452811380734375
derived_non_land_posted_spa_amount_category_192000-298800 (2),0.24418540926322696
group_derived_financier_name_AFFIN BANK,0.2431572425948528
derived_build_type_AFFORDABLE HOMES,0.24172046089857255
derived_non_land_posted_selling_price_category_192000-298960 (2),0.23615545331304574
derived_non_land_posted_list_price_category_192000-302800 (2),0.22394360280057807
group_derived_financier_name_MAYBANK,0.22306988950546994
group_derived_financier_name_STANDARD CHARTERED,0.222934972618457
derived_build_type_CONDOMINIUM,0.21962844442225468
derived_build_type_SEMI DETACHED HOUSE,0.21839624512043712
derived_build_type_APARTMENT,0.2135386607090955
group_derived_contact_city_KUALA LUMPUR,0.20224835092705995
group_derived_contact_city_KAJANG,0.18912274387659425
derived_built_up_area_sqft_category_1765-2012 SQFT,0.1877529017398444
group_derived_nationality_MALAYSIA,0.18305870930075616
derived_built_up_area_sqft_category_2254-2280 SQFT,0.15838052672587571
derived_marital_status_NOT APPLICABLE,0.15477477223052116
derived_non_land_posted_total_loan_amount_category_208800-396716 (3),0.1394033228273088
derived_built_up_area_sqft_category_285-699 SQFT,0.13619843343475055
