Feature,Importance
derived_bumi_status_NON-BUMI,0.022575184888347078
derived_bumi_status_BUMI,0.022127236670894886
derived_build_type_TERRACED HOUSE,0.019401332389693243
derived_build_type_SHOP OFFICE,0.018362143273155485
derived_contact_staff_NOT STAFF,0.018208858891978204
derived_contact_lifestyle_registration_status_REGISTERED,0.01704798630064842
derived_rebate_percentage_category_> 10% REBATE,0.016836870554120132
group_derived_contact_city_KLANG,0.01622533692390002
derived_contact_lifestyle_registration_status_NON-REGISTERED,0.015922985041086486
derived_township_maturity_DEVELOPING,0.01579944016076494
group_derived_contact_city_SHAH ALAM,0.015714819202224072
derived_township_maturity_NEW,0.014746312488209037
derived_occupation_status_UNKNOWN,0.014254623058501623
derived_age_equal_category_46-213 AGE-GROUP,0.013993439979624187
group_derived_race_CHINESE,0.01353367417624055
derived_non_land_posted_total_loan_amount_category_414400-746656 (4),0.012845930194054144
derived_age_equal_category_39-46 AGE-GROUP,0.012633705482803619
derived_rebate_percentage_category_< 10% REBATE,0.012515809836545162
derived_occupation_status_KNOWN,0.012485230460171326
derived_phase_property_type_COMMERCIAL,0.012376627685512585
derived_non_land_posted_total_loan_amount_category_746656-99720000 (5),0.012374726394191307
group_derived_contact_salutation_MR,0.011959938387531944
group_derived_financier_name_PUBLIC BANK,0.011941621472991847
derived_age_equal_category_33-39 AGE-GROUP,0.011940189662591257
derived_rebate_percentage_category_NO REBATE,0.011882829463478248
group_derived_financier_name_CASH,0.011482727854519375
derived_non_land_posted_spa_amount_category_904680-147461000 (5),0.011436853217263043
derived_contact_staff_STAFF,0.011252065096890793
group_derived_contact_annual_income_NOT APPLICABLE,0.011209656477835868
group_derived_financier_name_RHB BANK,0.011020498706796212
derived_non_land_posted_spa_amount_category_577800-904680 (4),0.010936088538906269
derived_phase_property_type_LANDED,0.010891096216072184
group_derived_race_MALAY,0.010868025819256515
derived_gender_MALE,0.010856141706588697
derived_age_equal_category_28-33 AGE-GROUP,0.010669256089720192
group_derived_financier_name_CIMB BANK,0.010600880738572656
group_derived_financier_name_MAYBANK,0.010498564414968102
group_derived_race_BUMIPUTRA,0.010401055959563366
derived_non_land_posted_total_loan_amount_category_0-64914 (1),0.010072252877606366
derived_completion_status_IN PROGRESS,0.009790826877572805
group_derived_contact_city_NOT APPLICABLE,0.009673462090677005
group_derived_contact_city_KUALA LUMPUR,0.00934360730890697
derived_non_land_posted_list_price_category_992800-137461000 (5),0.009144970891904074
group_derived_financier_name_HONG LEONG BANK,0.009132637299846114
group_derived_race_INDIAN,0.00912328810228365
derived_gender_FEMALE,0.009057684926192815
derived_age_equal_category_-1-28 AGE-GROUP,0.009042699660101605
derived_completion_status_COMPLETED,0.008940344399841028
derived_township_maturity_MATURED,0.008928893476202822
derived_marital_status_SINGLE,0.008800054334823127
derived_marital_status_MARRIED,0.008525462401083747
group_derived_contact_city_JOHOR BAHRU,0.008399393164342663
group_derived_contact_salutation_MS,0.008360038523562959
derived_build_type_SERVICE APARTMENT,0.008301489297794104
group_derived_contact_city_KAJANG,0.008290645864906503
derived_build_type_AFFORDABLE HOMES,0.0082396351396728
derived_non_land_posted_selling_price_category_979800-147461000 (5),0.00818538215942369
derived_phase_property_type_HIGH RISE,0.007938327394295579
derived_built_up_area_sqft_category_286-699 SQFT,0.007926968658650318
derived_built_up_area_sqft_category_2002-2224 SQFT,0.007864304726955767
derived_built_up_area_sqft_category_699-861 SQFT,0.007844688973985136
derived_non_land_posted_spa_amount_category_322800-577800 (3),0.0077824502659323384
derived_contact_purchaser_type_INDIVIDUAL,0.007693945894059955
derived_built_up_area_sqft_category_2280-2343 SQFT,0.0074711302513182165
group_derived_financier_name_OTHERS,0.007400543101280713
derived_built_up_area_sqft_category_2792-3269 SQFT,0.007164561421162407
derived_non_land_posted_total_loan_amount_category_220000-414400 (3),0.006954086714578172
derived_build_type_APARTMENT,0.006930997610797626
derived_non_land_posted_list_price_category_608800-992800 (4),0.006820890869989021
derived_non_land_posted_selling_price_category_598800-979800 (4),0.006715935241542435
derived_built_up_area_sqft_category_912-1001 SQFT,0.006483828804085915
derived_non_land_posted_spa_amount_category_199800-322800 (2),0.006407846263330812
derived_non_land_posted_selling_price_category_325005-598800 (3),0.006366347731324058
group_derived_contact_salutation_NOT APPLICABLE,0.006212932656795891
derived_marital_status_NOT APPLICABLE,0.006008759904673764
derived_contact_staff_NOT APPLICABLE,0.005645695781767945
derived_contact_purchaser_type_CORPORATE,0.0056377790021865
derived_contact_lifestyle_registration_status_NOT APPLICABLE,0.005557955010278005
derived_phase_property_type_RSKU,0.005315374402944827
derived_built_up_area_sqft_category_2343-2564 SQFT,0.0052545512575789466
derived_built_up_area_sqft_category_3269-3681 SQFT,0.005209116009291938
derived_built_up_area_sqft_category_2224-2280 SQFT,0.00505737725507576
derived_non_land_posted_list_price_category_200000-326800 (2),0.005057133891762829
derived_contact_identification_type_REG NO.,0.005032159104088912
derived_build_type_CONDOMINIUM,0.0047384078651017715
group_derived_contact_city_SUBANG JAYA,0.004528875913774755
derived_built_up_area_sqft_category_1001-1776 SQFT,0.0044848865004952125
derived_built_up_area_sqft_category_2564-2792 SQFT,0.004461055216115792
derived_non_land_posted_selling_price_category_199800-325005 (2),0.004391400626432681
derived_built_up_area_sqft_category_215-286 SQFT,0.00437653393292679
derived_build_type_CLUSTER HOUSE,0.004267720567684965
derived_non_land_posted_list_price_category_326800-608800 (3),0.004238711298375472
derived_built_up_area_sqft_category_1776-2002 SQFT,0.004121372174750929
derived_built_up_area_sqft_category_4864-184967 SQFT,0.004017703363645669
group_derived_financier_name_AMBANK,0.0038291563534477062
group_derived_contact_salutation_MADAM,0.003816610082424206
derived_build_type_SEMI DETACHED HOUSE,0.0036856447600296127
group_derived_race_OTHERS,0.0036299717560779278
group_derived_financier_name_ALLIANCE BANK,0.003472923548340161
derived_build_type_BUNGALOW,0.0034062389789834544
derived_built_up_area_sqft_category_3681-4864 SQFT,0.0033547188150920247
derived_gender_NOT APPLICABLE,0.0033000367253671224
group_derived_contact_city_PETALING JAYA,0.0032259819710394903
