Feature,Importance
derived_marital_status_SINGLE,0.030572276554549506
group_derived_contact_city_KLANG,0.027358553708573274
group_derived_race_CHINESE,0.025692591165315908
group_derived_financier_name_CASH,0.024798396527196207
group_derived_contact_city_SHAH ALAM,0.02363390509846671
derived_contact_lifestyle_registration_status_NON-REGISTERED,0.02222043030844306
derived_marital_status_MARRIED,0.021935940248396114
derived_age_equal_category_33-39 AGE-GROUP,0.021705677853920767
derived_age_equal_category_28-33 AGE-GROUP,0.021051309537941303
derived_bumi_status_NON-BUMI,0.020872515409313633
derived_contact_lifestyle_registration_status_REGISTERED,0.020514460018662747
derived_age_equal_category_39-46 AGE-GROUP,0.020445457124350433
group_derived_financier_name_HONG LEONG BANK,0.02037724698734631
derived_bumi_status_BUMI,0.019658326353115138
derived_age_equal_category_-1-28 AGE-GROUP,0.018461148901343025
derived_age_equal_category_46-213 AGE-GROUP,0.018241780644672773
derived_occupation_status_UNKNOWN,0.017307821335906345
group_derived_contact_city_NOT APPLICABLE,0.0169316337736755
derived_non_land_posted_total_loan_amount_category_64914-220000 (2),0.016309831443120405
derived_occupation_status_KNOWN,0.015475664615944806
group_derived_contact_city_KUALA LUMPUR,0.015272674443078784
group_derived_race_MALAY,0.015253698840047342
derived_non_land_posted_total_loan_amount_category_0-64914 (1),0.014767163042965444
group_derived_financier_name_STANDARD CHARTERED,0.014713937510848681
group_derived_financier_name_OTHERS,0.013784997993079428
group_derived_race_INDIAN,0.013055525311709202
derived_build_type_AFFORDABLE HOMES,0.012883042764952638
derived_township_maturity_DEVELOPING,0.012835544010039883
group_derived_race_BUMIPUTRA,0.01276646819322603
derived_non_land_posted_total_loan_amount_category_220000-414400 (3),0.012491370765590155
group_derived_financier_name_MAYBANK,0.012412660361611573
derived_township_maturity_NEW,0.01191495839904561
group_derived_contact_city_JOHOR BAHRU,0.011625533767783103
group_derived_financier_name_OCBC BANK,0.010635314697782916
derived_built_up_area_sqft_category_2224-2280 SQFT,0.010346418240923456
group_derived_contact_city_PETALING JAYA,0.010320693444742042
group_derived_contact_city_KAJANG,0.00982342163279577
group_derived_race_NOT APPLICABLE,0.00929572699373793
group_derived_contact_salutation_MS,0.00904345316094849
derived_gender_MALE,0.00888744068693703
group_derived_financier_name_UOB BANK,0.00880554126690236
derived_build_type_TERRACED HOUSE,0.008607792325460327
derived_phase_property_type_RSKU,0.008523732843246111
group_derived_financier_name_CIMB BANK,0.008486077171718558
group_derived_contact_salutation_MR,0.008448733409984602
derived_gender_FEMALE,0.008247074453118867
derived_non_land_posted_list_price_category_1-200000 (1),0.007931026085900895
group_derived_financier_name_PUBLIC BANK,0.007861819762424293
derived_built_up_area_sqft_category_861-912 SQFT,0.007535028123731646
derived_non_land_posted_total_loan_amount_category_414400-746656 (4),0.007166863170968898
derived_non_land_posted_selling_price_category_199800-325005 (2),0.006933864396059327
derived_non_land_posted_list_price_category_200000-326800 (2),0.006877660565278446
group_derived_contact_city_SUBANG JAYA,0.006861691420628919
derived_built_up_area_sqft_category_1776-2002 SQFT,0.006833060376975821
derived_built_up_area_sqft_category_1001-1776 SQFT,0.006693328073709886
derived_non_land_posted_selling_price_category_15000-199800 (1),0.006659048977205272
group_derived_financier_name_HSBC BANK,0.006635335701881756
derived_built_up_area_sqft_category_3269-3681 SQFT,0.00642745940994539
derived_non_land_posted_spa_amount_category_0-199800 (1),0.006241438824621883
derived_phase_property_type_LANDED,0.006027019241657817
derived_non_land_posted_list_price_category_326800-608800 (3),0.005904907760439022
derived_non_land_posted_spa_amount_category_577800-904680 (4),0.005769422241359698
derived_non_land_posted_spa_amount_category_322800-577800 (3),0.005576688225815485
derived_phase_property_type_COMMERCIAL,0.005442684987127643
derived_non_land_posted_selling_price_category_325005-598800 (3),0.005438479476150944
derived_non_land_posted_spa_amount_category_199800-322800 (2),0.005413868831573831
derived_built_up_area_sqft_category_4864-184967 SQFT,0.005390477019351177
group_derived_contact_city_PUCHONG,0.005053809670197612
derived_non_land_posted_list_price_category_608800-992800 (4),0.004372148390645404
derived_built_up_area_sqft_category_2343-2564 SQFT,0.004261555795141259
derived_contact_staff_NOT STAFF,0.0040998629936527435
group_derived_nationality_MALAYSIA,0.00401237754343759
derived_build_type_SEMI DETACHED HOUSE,0.003929529008306178
derived_build_type_SHOP OFFICE,0.003914687729077539
group_derived_financier_name_RHB BANK,0.0038522098927596714
derived_built_up_area_sqft_category_2002-2224 SQFT,0.003847166650895898
group_derived_contact_city_SABAH,0.003795130790456353
derived_non_land_posted_selling_price_category_598800-979800 (4),0.0035496335123008076
group_derived_contact_city_SINGAPORE,0.0035321496607340257
group_derived_contact_city_RAWANG,0.003489906829344338
derived_completion_status_IN PROGRESS,0.003393533219085423
group_derived_contact_city_KUALA LANGAT,0.0033879701910186997
derived_non_land_posted_spa_amount_category_904680-147461000 (5),0.0033244126039274568
derived_non_land_posted_selling_price_category_979800-147461000 (5),0.0031729225274433454
derived_completion_status_COMPLETED,0.003126359493304393
derived_non_land_posted_total_loan_amount_category_746656-99720000 (5),0.003101172520787686
derived_built_up_area_sqft_category_2564-2792 SQFT,0.003065071914886798
group_derived_financier_name_ALLIANCE BANK,0.003030254236244425
group_derived_contact_city_SERDANG,0.0029188741896153895
derived_build_type_BUNGALOW LOT,0.002885441112142465
group_derived_race_FOREIGNER,0.0027591910262645897
derived_build_type_TOWNHOUSE,0.002724654615817783
group_derived_nationality_OTHERS,0.0027088379036656405
group_derived_race_OTHERS,0.002555981058540441
group_derived_contact_city_SUNGAI BULOH,0.0025388975607142763
derived_built_up_area_sqft_category_3681-4864 SQFT,0.0025332722340399034
derived_build_type_BUNGALOW,0.002484186024194341
derived_phase_property_type_INDUSTRIAL,0.002372148747498707
derived_contact_staff_STAFF,0.0022567062380491436
derived_non_land_posted_list_price_category_992800-137461000 (5),0.0020521751412927655
